time,latitude,longitude,depth,mag,nst,gap,dmin,rms,net,id,place,horizontalError,magNst,locationSource
2020-02-14T02:40:58.600Z,19.204834,-155.4386597,37.15,1.93,41,210,0.05068,0.11,hv,hv71382272,"4km E of Pahala, Hawaii",0.99,5,hv
2020-02-14T02:28:50.227Z,63.3046,-151.2933,11.6,1.6,,,,0.85,ak,ak02022gjlcv,"117km W of Cantwell, Alaska",,,ak
2020-02-14T02:26:12.896Z,63.1495,-144.2696,10.4,2,,,,0.96,ak,ak02022gj315,"67km WSW of Tok, Alaska",,,ak
2020-02-14T02:21:20.470Z,19.2053337,-155.3840027,30.55,1.88,38,174,0.03445,0.13,hv,hv71382247,"10km E of Pahala, Hawaii",0.69,9,hv
2020-02-14T01:56:16.010Z,38.7906685,-122.7756653,0.12,1.03,7,106,0.009898,0.01,nc,nc73340865,"2km NW of The Geysers, CA",0.26,2,nc
2020-02-14T01:55:04.980Z,34.99583333,-97.819,7.11,1.15,24,62,0.060288169,0.38,ok,ok2020dcny,"10km ENE of Ninnekah, Oklahoma",,6,ok
2020-02-14T01:47:58.442Z,-4.4346,102.8663,65.29,4.7,,168,0.115,0.85,us,us70007pt0,"64km SW of Pagaralam, Indonesia",13.8,26,us
2020-02-14T01:44:03.310Z,35.6143333,-117.4463333,8.16,1.48,31,67,0.03064,0.16,ci,ci37434389,"17km SSW of Searles Valley, CA",0.2,24,ci
2020-02-14T01:34:19.130Z,33.6671667,-116.7593333,12.8,1.13,34,57,0.05783,0.18,ci,ci39071039,"9km SSW of Idyllwild, CA",0.24,29,ci
2020-02-14T01:29:42.151Z,5.4162,-73.2504,10,4.4,,130,1.208,0.96,us,us70007pt2,"5km E of Cienega, Colombia",6.5,27,us
2020-02-14T01:29:06.176Z,64.0467,-148.7982,0,2,,,,1.21,ak,ak02022fya0j,"22km NNE of Healy, Alaska",,,ak
2020-02-14T01:13:39.716Z,28.4106,142.7999,10,4.7,,153,1.418,0.46,us,us70007pst,"157km NNE of Chichi-shima, Japan",7,18,us
2020-02-14T01:11:07.080Z,19.2061672,-155.4450073,36.11,2.04,41,192,0.05465,0.1,hv,hv71382157,"3km E of Pahala, Hawaii",0.88,6,hv
2020-02-14T01:07:45.730Z,17.9875,-66.7491,12,2.38,11,188,0.1307,0.16,pr,pr2020045000,"3km WSW of Tallaboa, Puerto Rico",0.81,3,pr
2020-02-14T00:53:21.164Z,60.0126,-152.7989,110,2,,,,0.51,ak,ak02022fi0t0,"52km S of Redoubt Volcano, Alaska",,,ak
2020-02-14T00:52:42.630Z,33.351,-116.3056667,9.35,1.21,31,108,0.01181,0.22,ci,ci39071031,"12km NNE of Borrego Springs, CA",0.38,29,ci
2020-02-14T00:50:41.640Z,34.0285,-116.8661667,10.3,1.38,55,31,0.04894,0.14,ci,ci39071023,"12km N of Banning, CA",0.11,39,ci
2020-02-14T00:48:54.070Z,36.5131667,-121.1065,-0.62,1.16,11,102,0.08459,0.05,nc,nc73340850,"4km ESE of Pinnacles, CA",0.38,10,nc
2020-02-14T00:47:07.236Z,60.1021,-151.5709,61.7,1.8,,,,0.57,ak,ak02022fgpf7,"33km SSW of Cohoe, Alaska",,,ak
2020-02-14T00:40:50.530Z,33.6896667,-116.7451667,15.92,1.18,35,38,0.03358,0.17,ci,ci39070999,"6km SSW of Idyllwild, CA",0.23,26,ci
2020-02-14T00:31:14.520Z,32.4595,-116.2851667,10.35,1.28,22,99,0.236,0.14,ci,ci39070991,"24km SE of Campo, CA",0.26,11,ci
2020-02-14T00:27:24.210Z,17.9413,-66.9193,6,2.39,10,232,0.2875,0.28,pr,pr2020045011,"14km S of Guanica, Puerto Rico",1.31,9,pr
2020-02-14T00:23:16.560Z,47.65483333,-120.1698333,-0.35,1.85,8,89,,0.14,uw,uw61574137,"3km SE of Entiat, Washington",0.34,8,uw
2020-02-14T00:21:51.990Z,37.4636667,-118.74,4.61,1.77,24,129,0.1062,0.04,nc,nc73340830,"12km SSW of Toms Place, CA",0.34,22,nc
2020-02-14T00:16:34.870Z,36.5475,-121.1376667,6.18,2.15,41,97,0.04539,0.08,nc,nc73340820,"2km NNE of Pinnacles, CA",0.17,28,nc
2020-02-14T00:15:32.658Z,66.7159,-144.4062,0,2.6,,,,1.33,ak,ak02022f9whd,"41km ENE of Fort Yukon, Alaska",,,ak
2020-02-14T00:14:25.109Z,63.3574,-145.0858,0,2,,,,0.82,ak,ak02022f9o6q,"57km S of Deltana, Alaska",,,ak
2020-02-14T00:08:05.000Z,64.948,-147.3661,11.5,1.5,,,,1.27,ak,ak02022f8cb9,"18km NNE of Badger, Alaska",,,ak
2020-02-14T00:04:39.260Z,48.09083333,-121.9236667,-0.41,1.9,20,72,,0.25,uw,uw61574117,"3km ENE of Granite Falls, Washington",0.39,7,uw
2020-02-13T23:49:26.410Z,19.1668333,-155.463,35.49,2.08,33,112,0.01139,0.11,hv,hv71382052,"0km S of Pahala, Hawaii",0.67,16,hv
2020-02-13T23:38:56.020Z,35.877,-117.7185,2.95,1.71,25,63,0.078,0.21,ci,ci39070871,"18km ESE of Little Lake, CA",0.29,25,ci
2020-02-13T23:33:02.250Z,35.7523333,-117.5895,10.25,1.65,24,55,0.06361,0.16,ci,ci39070831,"17km NNE of Ridgecrest, CA",0.31,26,ci
2020-02-13T23:31:35.813Z,-10.328,161.4052,100.98,4.6,,95,1.686,0.72,us,us70007prr,"58km WNW of Kirakira, Solomon Islands",12.6,116,us
2020-02-13T23:23:41.860Z,38.3368333,-122.5898333,7.83,2.06,72,26,0.01516,0.09,nc,nc73340805,"6km WSW of Glen Ellen, CA",0.13,44,nc
2020-02-13T23:21:51.600Z,38.8243332,-122.8115005,2.16,1.05,21,41,0.001456,0.03,nc,nc73340800,"7km NW of The Geysers, CA",0.22,4,nc
2020-02-13T23:18:32.844Z,62.379,-151.1815,77.3,1.3,,,,0.4,ak,ak020215g66v,"55km W of Talkeetna, Alaska",,,ak
2020-02-13T23:03:39.720Z,17.8381,-66.8376,10,2,6,256,0.1432,0.28,pr,pr2020044020,"16km SSE of Guanica, Puerto Rico",1.32,5,pr
2020-02-13T22:59:20.770Z,35.863,-117.697,5.64,1.19,18,50,0.07742,0.18,ci,ci39070799,"21km ESE of Little Lake, CA",0.32,17,ci
2020-02-13T22:46:56.430Z,38.805,-122.8218333,2.33,1.87,43,71,0.006917,0.05,nc,nc73340780,"6km WNW of The Geysers, CA",0.17,8,nc
2020-02-13T22:41:29.190Z,34.93733333,-97.7075,7,2,14,94,0.092681813,0.33,ok,ok2020dcho,"14km NW of Lindsay, Oklahoma",,7,ok
2020-02-13T22:40:54.903Z,68.5565,-148.0239,0,2.9,,,,0.58,ak,ak020214zhuu,"107km WNW of Arctic Village, Alaska",,,ak
2020-02-13T22:30:04.900Z,36.0836667,-117.8596667,6.02,1.32,16,61,0.03407,0.11,ci,ci39070767,"9km ENE of Coso Junction, CA",0.28,20,ci
2020-02-13T22:23:31.342Z,-22.725,-69.1089,93.15,4.1,,46,0.428,0.86,us,us70007pqi,"33km SSW of Calama, Chile",4.9,14,us
2020-02-13T22:11:04.240Z,36.0575,-117.848,2.26,1.27,16,73,0.06021,0.16,ci,ci39070743,"9km E of Coso Junction, CA",0.29,20,ci
2020-02-13T21:59:25.344Z,63.013,-150.5982,112.2,1.8,,,,0.24,ak,ak020214i2nu,"80km NNW of Talkeetna, Alaska",,,ak
2020-02-13T21:39:51.397Z,61.809,-150.0465,22.3,1.8,,,,0.78,ak,ak020214ducg,"6km N of Willow, Alaska",,,ak
2020-02-13T21:38:41.148Z,22.452,121.326,10,4.6,,63,0.429,0.94,us,us70007ppd,"38km SSE of Taitung City, Taiwan",4.1,27,us
2020-02-13T21:26:10.308Z,63.3438,-145.0982,3.1,1.6,,,,0.49,ak,ak020214ayuq,"59km S of Deltana, Alaska",,,ak
2020-02-13T21:16:36.329Z,36.21233333,-95.80516667,0,1.4,22,148,0.301440847,0.45,ok,ok2020dcet,"5km WNW of Catoosa, Oklahoma",,4,ok
2020-02-13T21:12:48.004Z,57.6867,-154.2859,55.1,2.1,,,,0.64,ak,ak02021481qo,"24km NW of Larsen Bay, Alaska",,,ak
2020-02-13T20:59:31.280Z,18.8955,-155.2126667,12.03,1.62,24,298,0.35,0.11,hv,hv71381892,"44km SE of Pahala, Hawaii",1.13,11,hv
2020-02-13T20:59:15.990Z,43.66033333,-122.8928333,-0.42,1.59,11,137,,0.19,uw,uw61574047,"20km SE of Cottage Grove, Oregon",0.53,6,uw
2020-02-13T20:53:37.430Z,38.116,-122.1785,-0.11,1.52,10,142,0.02408,0.06,nc,nc73340770,"5km E of Vallejo, CA",0.29,6,nc
2020-02-13T20:49:22.370Z,44.6161667,-114.3248333,3.81,1.56,5,114,1.055,0.14,mb,mb80381664,"14km NNW of Challis, Idaho",0.48,4,mb
2020-02-13T20:45:33.600Z,33.375,-116.4033333,10.04,1.47,45,63,0.07944,0.22,ci,ci39070679,"14km N of Borrego Springs, CA",0.28,27,ci
2020-02-13T20:45:04.729Z,63.0456,-150.5148,92.6,1.7,,,,0.34,ak,ak020213tlfu,"83km NNW of Talkeetna, Alaska",,,ak
2020-02-13T20:42:19.890Z,46.95683333,-119.4735,0.45,1.98,15,98,,0.16,uw,uw61574032,"13km ENE of Royal City, Washington",0.41,11,uw
2020-02-13T20:33:44.120Z,17.9473,-66.7996,16,1.84,11,207,0.0843,0.39,pr,pr2020044019,"5km SSE of Indios, Puerto Rico",1.66,0,pr
2020-02-13T20:28:25.190Z,35.6443333,-117.4648333,6.39,1.48,19,114,0.05775,0.15,ci,ci39070663,"15km SSW of Searles Valley, CA",0.3,22,ci
2020-02-13T20:21:16.400Z,19.2153339,-155.4068298,32.21,1.87,43,153,0.02375,0.11,hv,hv71381867,"7km E of Pahala, Hawaii",0.56,10,hv
2020-02-13T20:15:37.610Z,18.87,-155.232,9.98,1.65,32,296,0.3578,0.09,hv,hv71381862,"45km SE of Pahala, Hawaii",0.87,14,hv
2020-02-13T20:08:55.759Z,62.1691,-152.1921,115.7,2.2,,,,0.62,ak,ak020213lrul,"109km W of Talkeetna, Alaska",,,ak
2020-02-13T20:01:52.730Z,35.6773333,-117.4178333,2.08,1.15,16,99,0.09758,0.18,ci,ci39070639,"10km S of Searles Valley, CA",0.4,13,ci
2020-02-13T19:56:34.910Z,34.9921667,-118.1838333,-0.82,1.4,25,53,0.1189,0.16,ci,ci39070631,"7km S of Mojave, CA",0.29,30,ci
2020-02-13T19:56:11.670Z,19.2129993,-155.4409943,37.45,1.81,34,202,0.04778,0.12,hv,hv71381847,"4km ENE of Pahala, Hawaii",0.84,7,hv
2020-02-13T19:54:18.360Z,33.1466667,-116.4941667,9.29,1.08,36,58,0.1087,0.2,ci,ci39070623,"13km NE of Julian, CA",0.25,9,ci
2020-02-13T19:34:35.060Z,37.4086667,-118.5556667,4.1,1.36,16,115,0.05574,0.04,nc,nc73340730,"4km E of Round Valley, CA",0.5,15,nc
2020-02-13T19:23:33.705Z,54.0972,109.1851,10,4.5,,153,4.137,0.42,us,us70007pld,"60km NNW of Barguzin, Russia",6.6,36,us
2020-02-13T19:20:29.520Z,37.4155,-118.5593333,2.36,2.09,29,79,0.06231,0.07,nc,nc73340710,"3km E of Round Valley, CA",0.19,32,nc
2020-02-13T19:12:10.020Z,37.4061667,-118.551,4.96,1.27,9,115,0.05381,0.04,nc,nc71111979,"4km ESE of Round Valley, CA",1.71,9,nc
2020-02-13T19:11:54.330Z,38.7918333,-122.7521667,0.87,1,36,58,0.01058,0.07,nc,nc73340705,"2km NNE of The Geysers, CA",0.17,3,nc
2020-02-13T19:00:47.940Z,37.4183333,-118.5598333,1.49,2.7,31,79,0.06511,0.07,nc,nc73340695,"3km E of Round Valley, CA",0.19,37,nc
2020-02-13T18:55:57.190Z,33.2175,-115.5596667,0.07,1.64,8,104,0.06161,0.17,ci,ci39070535,"4km WSW of Niland, CA",0.33,2,ci
2020-02-13T18:46:31.870Z,34.5391667,-119.7983333,6.08,1.8,23,39,0.07253,0.18,ci,ci39070527,"12km NNE of Goleta, CA",0.25,17,ci
2020-02-13T18:33:18.518Z,67.3793,-163.9682,10,2.5,,108,0.789,0.8,us,us70007plh,"47km WSW of Noatak, Alaska",4.7,61,us
2020-02-13T18:20:37.530Z,36.626,-121.182,10.1,1.23,17,121,0.05426,0.17,nc,nc73340670,"11km NNW of Pinnacles, CA",0.56,10,nc
2020-02-13T18:17:30.908Z,-6.6297,130.5677,78.84,5.2,,43,1.527,0.77,us,us70007pkg,"167km NNW of Saumlaki, Indonesia",8,88,us
2020-02-13T18:16:20.290Z,19.1918335,-155.4498291,36.33,2.05,43,153,0.06715,0.12,hv,hv71381772,"3km ESE of Pahala, Hawaii",0.68,15,hv
2020-02-13T18:10:14.645Z,61.176,-151.4305,73.8,1.5,,,,0.48,ak,ak020212f83f,"54km N of Nikiski, Alaska",,,ak
2020-02-13T17:49:18.980Z,24.2241,122.1366,28.12,4.7,,76,0.497,0.98,us,us70007pk5,"50km SE of Su'ao, Taiwan",4.7,54,us
2020-02-13T17:34:34.150Z,19.2180004,-155.4211731,32.3,2.34,48,141,0.02961,0.13,hv,hv71381752,"6km ENE of Pahala, Hawaii",0.57,3,hv
2020-02-13T17:24:42.640Z,18.89,-155.2363333,6.71,2.46,35,267,0.3396,0.13,hv,hv71381737,"43km SE of Pahala, Hawaii",0.63,14,hv
2020-02-13T17:17:39.097Z,58.8725,-153.7386,10.9,2.1,,,,0.51,ak,ak020211vd7f,"118km SE of Old Iliamna, Alaska",,,ak
2020-02-13T17:17:04.506Z,-7.3924,128.5454,159.67,4.5,,78,2.791,0.61,us,us70007pja,"Kepulauan Barat Daya, Indonesia",10,23,us
2020-02-13T17:16:46.396Z,37.9443,-118.1325,0.9,1.4,6,157.87,0.424,0.1685,nn,nn00717067,"66km NNE of Dixon Lane-Meadow Creek, California",,5,nn
2020-02-13T17:09:19.880Z,36.0113333,-120.282,6.36,1.07,22,261,0.01074,0.07,nc,nc73340645,"14km W of Avenal, CA",0.6,6,nc
2020-02-13T17:08:37.508Z,-29.4389,-71.7056,43.03,4.7,,96,0.627,0.64,us,us70007piw,"66km NNW of Coquimbo, Chile",5.8,91,us
2020-02-13T16:37:10.890Z,17.985,-66.7641,13,2.59,12,188,0.1155,0.19,pr,pr2020044018,"5km WSW of Tallaboa, Puerto Rico",1.05,7,pr
2020-02-13T16:18:04.560Z,34.3428333,-116.8495,-1.41,1.03,18,53,0.01896,0.16,ci,ci39070431,"9km N of Big Bear City, CA",0.38,15,ci
2020-02-13T16:01:44.710Z,35.6485,-117.4855,8.46,1.31,20,87,0.06471,0.17,ci,ci39070423,"15km SSW of Searles Valley, CA",0.33,17,ci
2020-02-13T15:57:16.546Z,-41.7069,174.3069,21.21,4.5,,143,0.081,0.79,us,us70007ph5,"36km SE of Blenheim, New Zealand",2.7,8,us
2020-02-13T15:38:47.953Z,51.2485,-174.9772,38.34,4.2,,185,1.07,1.03,us,us70007ph1,"118km SSW of Atka, Alaska",6.7,76,us
2020-02-13T15:30:47.366Z,51.12,-174.9828,38.83,4.1,,190,1.048,0.92,us,us70007pqb,"131km SSW of Atka, Alaska",4.8,43,us
2020-02-13T15:29:39.818Z,51.1051,-174.9299,49.23,4.1,,202,1.079,0.66,us,us70007pq5,"131km SSW of Atka, Alaska",3.8,26,us
2020-02-13T15:26:27.840Z,51.3502,-174.9986,38.89,5,,130,0.859,0.85,us,us70007pgu,"109km SSW of Atka, Alaska",5.7,383,us
2020-02-13T15:17:25.408Z,-11.5412,113.221,10,4.8,,152,3.186,0.47,us,us70007pgl,"South of Java, Indonesia",8.5,44,us
2020-02-13T15:06:24.530Z,35.8408333,-117.6565,4.86,1.65,19,111,0.05408,0.16,ci,ci39070383,"24km WNW of Searles Valley, CA",0.35,26,ci
2020-02-13T14:59:57.441Z,35.8464,-116.5934,10.9,1.3,8,70.81,0.253,0.2033,nn,nn00717060,"65km N of Fort Irwin, California",,3,nn
2020-02-13T14:45:47.598Z,61.3974,-146.444,16.9,2.2,,,,0.79,ak,ak020210932k,"30km N of Valdez, Alaska",,,ak
2020-02-13T14:43:25.748Z,61.2133,-140.7263,0,1.7,,,,0.44,ak,ak0202108lyf,"158km NE of Cape Yakataga, Alaska",,,ak
2020-02-13T14:38:12.200Z,38.8196667,-122.7985,2.54,0.99,43,30,0.009778,0.03,nc,nc73340595,"6km NW of The Geysers, CA",0.17,7,nc
2020-02-13T14:30:53.780Z,36.57816667,-98.40233333,7.51,1.68,23,105,0.100780224,0.1,ok,ok2020dbrj,"12km WNW of Helena, Oklahoma",,5,ok
2020-02-13T14:25:57.250Z,19.2103329,-155.4651642,35.63,2.21,39,105,0.04953,0.11,hv,hv71381642,"1km ENE of Pahala, Hawaii",0.69,7,hv
2020-02-13T14:23:54.552Z,37.0013,-104.8262,5,1.7,,81,0.125,0.36,us,us70007r7p,"34km WSW of Trinidad, Colorado",1.5,10,us
2020-02-13T14:16:17.458Z,59.8471,-152.4875,78.1,1.6,,,,0.36,ak,ak0202102t01,"37km WNW of Anchor Point, Alaska",,,ak
2020-02-13T14:09:34.771Z,37.0052,-104.8485,8.31,1.3,,102,0.127,0.21,us,us70007r7q,"35km WSW of Trinidad, Colorado",1.5,10,us
2020-02-13T14:07:39.781Z,51.5569,177.275,50.83,4.9,,169,1.279,1.09,us,us70007pex,"64km SSW of Kiska Volcano, Alaska",5.2,159,us
2020-02-13T13:45:59.038Z,62.7929,-148.9206,6.1,2,,,,0.7,ak,ak02020znofo,"66km S of Cantwell, Alaska",,,ak
2020-02-13T13:43:18.850Z,35.831,-117.6693333,6.12,1.54,23,66,0.06032,0.2,ci,ci39070327,"23km N of Ridgecrest, CA",0.34,24,ci
2020-02-13T13:38:58.110Z,34.8441667,-118.1291667,9.03,1.21,38,42,0.08881,0.13,ci,ci39070319,"4km SE of Rosamond, CA",0.14,20,ci
2020-02-13T13:33:24.199Z,34.96783333,-97.71266667,7,1.93,31,70,0.107078987,0.23,ok,ok2020dbpm,"17km NW of Lindsay, Oklahoma",,5,ok
2020-02-13T13:12:03.921Z,60.5492,-142.6857,24,1.1,,,,0.45,ak,ak02020zghhk,"55km NNW of Cape Yakataga, Alaska",,,ak
2020-02-13T13:08:40.970Z,34.5511667,-116.492,2.07,1.04,20,59,0.1431,0.12,ci,ci39070295,"36km WSW of Ludlow, CA",0.19,9,ci
2020-02-13T13:02:52.120Z,32.815,-116.1395,9.56,1.02,20,83,0.04247,0.22,ci,ci39070287,"16km WNW of Ocotillo, CA",0.37,6,ci
2020-02-13T13:01:14.730Z,35.0025,-97.8255,7,1.47,16,78,0.181764332,0.25,ok,ok2020dbok,"10km NE of Ninnekah, Oklahoma",,7,ok
2020-02-13T12:58:15.403Z,57.2391,-156.8169,0,2.7,,,,1.06,ak,ak02020z4xs6,"161km S of King Salmon, Alaska",,,ak
2020-02-13T12:55:47.390Z,35.8283333,-116.6003333,0.75,3.15,31,75,0.2735,0.2,ci,ci39070271,"34km W of Tecopa, CA",0.21,78,ci
2020-02-13T12:48:08.490Z,17.8211,-66.8586,2,2.92,9,242,0.1554,0.09,pr,pr2020044017,"17km SSE of Guanica, Puerto Rico",0.66,4,pr
2020-02-13T12:03:11.690Z,31.7776667,-115.9126667,10.04,2.33,10,154,0.2284,0.21,ci,ci39070255,"62km E of Maneadero, B.C., MX",0.59,31,ci
2020-02-13T12:01:29.589Z,36.38883333,-99.13916667,4.94,1.55,19,120,0.140372454,0.18,ok,ok2020dbml,"8km SE of Mooreland, Oklahoma",,6,ok
2020-02-13T11:58:19.430Z,38.8128333,-122.814,3.27,2.04,67,28,0.01098,0.05,nc,nc73340540,"6km NW of The Geysers, CA",0.14,32,nc
2020-02-13T11:38:28.600Z,19.2255001,-155.408493,31.18,1.91,32,144,0.01583,0.15,hv,hv71381567,"7km ENE of Pahala, Hawaii",0.66,6,hv
2020-02-13T11:35:25.151Z,62.8469,-149.5407,77.8,1.7,,,,0.41,ak,ak02020yeldr,"65km NNE of Talkeetna, Alaska",,,ak
2020-02-13T11:19:32.110Z,19.2211666,-155.4078369,32.25,2.54,57,143,0.01896,0.15,hv,hv71381552,"4km NE of Pahala, Hawaii",0.5,15,hv
2020-02-13T11:15:38.840Z,17.845,-66.8508,9,2.9,11,236,0.1332,0.11,pr,pr2020044015,"15km SSE of Guanica, Puerto Rico",0.49,3,pr
2020-02-13T11:09:55.083Z,36.9995,-104.8342,5,1.3,,79,0.129,0.46,us,us70007r7n,"35km WSW of Trinidad, Colorado",1.4,10,us
2020-02-13T11:09:22.080Z,36.6843333,-121.2891667,6.29,1.76,37,48,0.03194,0.11,nc,nc73340535,"12km SSE of Tres Pinos, CA",0.21,32,nc
2020-02-13T11:05:32.390Z,17.9738,-66.8675,14,3.2,11,199,0.0118,0.09,pr,pr2020044014,"5km SE of Guanica, Puerto Rico",0.8,4,pr
2020-02-13T10:52:56.350Z,17.8466,-66.859,5,3.1,11,254,0.1301,0.09,pr,pr2020044013,"8km SSE of Maria Antonia, Puerto Rico",0.59,6,pr
2020-02-13T10:46:19.780Z,34.3236667,-118.4501667,5,1.96,67,21,0.03632,0.24,ci,ci39070223,"5km NNW of Pacoima, CA",0.17,19,ci
2020-02-13T10:44:37.280Z,35.941,-117.6943333,3.32,1.49,18,65,0.03632,0.12,ci,ci39070215,"19km E of Little Lake, CA",0.17,9,ci
2020-02-13T10:37:42.040Z,19.2071667,-155.4129944,33.07,2.33,39,156,0.03354,0.12,hv,hv71381527,"7km E of Pahala, Hawaii",0.63,8,hv
2020-02-13T10:33:44.492Z,45.6313,148.9293,144,7,,35,4.477,0.84,us,us70007pa9,"93km ENE of Kuril'sk, Russia",7.8,131,us
2020-02-13T10:27:14.810Z,35.9328333,-117.6873333,3.62,1.01,13,61,0.03355,0.25,ci,ci39070207,"20km E of Little Lake, CA",0.56,12,ci
2020-02-13T10:22:39.690Z,19.2188339,-155.4364929,33.31,1.92,47,129,0.04126,0.12,hv,hv71381522,"4km ENE of Pahala, Hawaii",0.58,11,hv
2020-02-13T10:16:07.844Z,-5.5849,153.0788,10,5.2,,65,1.657,1.14,us,us70007pa5,"123km S of Taron, Papua New Guinea",8.7,39,us
2020-02-13T10:08:36.700Z,36.685,-121.2878333,6.2,1.92,42,44,0.03069,0.1,nc,nc73340520,"12km SSE of Tres Pinos, CA",0.21,37,nc
2020-02-13T10:05:00.520Z,32.7248333,-117.367,13.68,1.01,25,244,0.1082,0.18,ci,ci39070191,"16km SSW of La Jolla, CA",0.48,8,ci
2020-02-13T09:45:35.000Z,51.838,-178.0101667,-1.8,1.93,6,118,0.01836,0.33,av,av62136116,"10km ESE of Tanaga Volcano, Alaska",0.62,6,av
2020-02-13T09:44:03.290Z,38.8208351,-122.8119965,2.63,1.17,31,41,0.002965,0.02,nc,nc73340510,"7km NW of The Geysers, CA",0.18,5,nc
2020-02-13T09:35:52.340Z,43.588,-110.4588333,3.08,1.33,14,122,0.108,0.22,mb,mb80381674,"27km ENE of Jackson, Wyoming",0.76,6,mb
2020-02-13T09:28:15.310Z,19.2294998,-155.3945007,33.32,2.41,40,261,0.008451,0.13,hv,hv71381502,"9km ENE of Pahala, Hawaii",0.88,25,hv
2020-02-13T09:28:07.340Z,19.2088337,-155.4031677,32.14,2.61,42,161,0.077,0.13,hv,hv71381497,"8km E of Pahala, Hawaii",0.74,7,hv
2020-02-13T09:19:04.180Z,17.9015,-66.8645,15,2.94,10,223,0.0751,0.11,pr,pr2020044012,"8km SSE of Guanica, Puerto Rico",0.86,5,pr
2020-02-13T08:54:06.440Z,34.2776667,-116.3813333,8.6,1.03,36,51,0.01382,0.16,ci,ci39070159,"17km NNW of Joshua Tree, CA",0.21,15,ci
2020-02-13T08:40:32.610Z,18.0066,-66.7713,14,2.64,9,175,0.1124,0.12,pr,pr2020044011,"1km S of Magas Arriba, Puerto Rico",0.52,8,pr
2020-02-13T08:37:39.900Z,36.0893333,-117.8565,1.69,1.25,17,132,0.02822,0.19,ci,ci39070151,"10km ENE of Coso Junction, CA",0.33,19,ci
2020-02-13T08:37:37.837Z,61.2777,-147.3211,20,2,,,,0.68,ak,ak02020wmqzb,"54km WNW of Valdez, Alaska",,,ak
2020-02-13T08:30:37.210Z,17.8476,-66.8606,10,2.12,8,236,0.1288,0.19,pr,pr2020044010,"14km SSE of Guanica, Puerto Rico",0.86,0,pr
2020-02-13T08:16:46.586Z,29.0092,-113.1723,10,4.3,,166,2.491,0.87,us,us70007p8d,"71km NNE of Santa Isabel, Mexico",8.3,19,us
2020-02-13T08:09:10.110Z,35.7206667,-117.5491667,4.79,1.04,14,153,0.1027,0.18,ci,ci39070119,"14km WSW of Searles Valley, CA",0.39,12,ci
2020-02-13T08:05:41.129Z,62.8916,-151.0398,107.6,2.1,,,,0.41,ak,ak02020wfwbk,"79km NW of Talkeetna, Alaska",,,ak
2020-02-13T07:54:05.430Z,35.693,-117.4671667,1.72,2.3,31,88,0.1063,0.17,ci,ci39070111,"10km SW of Searles Valley, CA",0.28,25,ci
2020-02-13T07:53:33.640Z,33.3021667,-116.2995,11.04,1.85,67,31,0.06063,0.22,ci,ci39070103,"9km NE of Borrego Springs, CA",0.22,26,ci
2020-02-13T07:41:49.170Z,36.6838333,-121.2873333,6.42,1.38,26,46,0.03118,0.12,nc,nc73340475,"12km SSE of Tres Pinos, CA",0.34,20,nc
2020-02-13T07:33:28.160Z,35.6721667,-117.5563333,4.67,1.65,26,88,0.1148,0.18,ci,ci39070087,"12km ENE of Ridgecrest, CA",0.26,25,ci
2020-02-13T07:32:28.510Z,19.3661671,-155.2783356,21.36,1.72,43,53,0.01503,0.13,hv,hv71381422,"8km SSW of Volcano, Hawaii",0.46,18,hv
2020-02-13T07:31:26.000Z,36.6865,-121.2885,6.22,1.26,27,50,0.03015,0.12,nc,nc73340465,"12km SSE of Tres Pinos, CA",0.31,19,nc
2020-02-13T07:26:15.520Z,17.8573,-66.8593,3,3.05,10,250,0.1195,0.16,pr,pr2020044009,"13km SSE of Guanica, Puerto Rico",0.7,7,pr
2020-02-13T07:21:05.650Z,51.868,-177.9003333,4.68,2.68,8,147,0.06114,0.14,av,av62136096,"16km E of Tanaga Volcano, Alaska",0.36,8,av
2020-02-13T07:17:01.350Z,51.869,-177.9078333,4.54,2.25,7,161,0.05664,0.12,av,av62136091,"16km E of Tanaga Volcano, Alaska",0.45,7,av
2020-02-13T07:14:43.013Z,66.0505,-156.4839,1.7,1.7,,,,0.44,ak,ak02020vwebh,"97km S of Kobuk, Alaska",,,ak
2020-02-13T07:13:52.251Z,52.493,-170.2193,5.92,3.9,,206,0.385,1,us,us70007pt3,"35km ESE of Yunaska Island, Alaska",5.6,10,us
2020-02-13T07:04:05.262Z,37.5758,-104.1608,8.44,1.3,,95,0.479,0.5,us,us70007r7m,"54km NNE of Trinidad, Colorado",1.2,10,us
2020-02-13T06:56:20.140Z,19.2360001,-155.41716,33.22,1.85,25,173,0.01864,0.14,hv,hv71381387,"7km ENE of Pahala, Hawaii",0.93,3,hv
2020-02-13T06:53:31.365Z,51.2977,-175.121,22.08,4.6,,135,0.988,0.99,us,us70007p7s,"118km SSW of Atka, Alaska",9.3,175,us
2020-02-13T06:50:47.151Z,-19.3053,168.8042,114.58,5.1,,124,2.283,0.78,us,us70007p7m,"55km WNW of Isangel, Vanuatu",8.5,25,us
2020-02-13T06:37:09.690Z,19.2105007,-155.4131622,32.94,2.55,48,161,0.03067,0.12,hv,hv71381382,"7km NE of Pahala, Hawaii",0.54,4,hv
2020-02-13T06:36:40.440Z,19.1931667,-155.4071655,30.69,10,33,172,0.04504,0.11,hv,hv71381377,"7km E of Pahala, Hawaii",0.6,5,hv
